Latitude (decimal degrees):	2.303
Longitude (decimal degrees):	32.964
Elevation (m):	1120
Radiation database:	PVGIS-SARAH2


Slope: 4 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190306:0206,0.0,0.0,0.0,21.14,0.55,0.0
20190306:0306,0.0,0.0,0.0,20.05,0.76,0.0
20190306:0406,0.0,0.0,0.0,19.13,0.9,0.0
20190306:0506,77.56,113.13,16.2,20.5,0.48,0.0
20190306:0606,118.67,164.82,31.06,23.8,0.62,0.0
20190306:0706,335.79,440.91,45.86,25.67,1.1,0.0
20190306:0806,650.99,889.31,60.47,27.0,0.9,0.0
20190306:0906,559.28,769.16,74.36,28.55,0.62,0.0
20190306:1006,733.41,1050.93,81.89,29.53,0.55,0.0
20190306:1106,57.64,90.89,71.67,29.5,0.97,0.0
20190306:1206,102.49,148.82,57.52,30.37,1.17,0.0
20190306:1306,276.29,361.3,42.85,26.23,2.83,0.0
20190306:1406,242.64,317.96,28.04,24.05,2.07,0.0
20190306:1506,39.71,65.96,13.16,24.04,1.31,0.0
20190306:1606,0.0,0.0,0.0,23.78,0.48,0.0
20190306:1706,0.0,0.0,0.0,23.46,0.76,0.0
20190306:1806,0.0,0.0,0.0,22.95,1.17,0.0
20190306:1906,0.0,0.0,0.0,22.86,1.59,0.0
20190306:2006,0.0,0.0,0.0,21.97,1.38,0.0
20190306:2106,0.0,0.0,0.0,21.37,1.17,0.0
20190306:2206,0.0,0.0,0.0,21.0,1.03,0.0
20190306:2306,0.0,0.0,0.0,20.57,1.03,0.0
20190307:0006,0.0,0.0,0.0,19.84,1.24,0.0
20190307:0106,0.0,0.0,0.0,19.69,1.72,0.0
20190307:0206,0.0,0.0,0.0,20.31,2.21,0.0
20190307:0306,0.0,0.0,0.0,20.45,2.34,0.0
20190307:0406,0.0,0.0,0.0,20.38,2.14,0.0
20190307:0506,160.55,229.2,16.28,21.38,2.0,0.0
20190307:0606,387.54,497.11,31.16,23.58,2.83,0.0
20190307:0706,560.51,728.81,45.98,24.97,2.07,0.0
20190307:0806,405.06,535.71,60.62,26.66,1.31,0.0
20190307:0906,520.74,714.11,74.61,28.33,0.41,0.0
20190307:1006,320.55,434.66,82.26,29.37,0.28,0.0
20190307:1106,207.62,284.66,71.78,30.45,0.55,0.0
20190307:1206,275.33,373.77,57.55,30.09,0.41,0.0
20190307:1306,399.71,537.14,42.85,29.24,0.55,0.0
20190307:1406,327.76,437.68,28.02,27.79,1.31,0.0
20190307:1506,96.49,149.16,13.13,26.98,1.86,0.0
20190307:1606,0.0,0.0,0.0,26.36,1.52,0.0
20190307:1706,0.0,0.0,0.0,25.15,1.24,0.0
20190307:1806,0.0,0.0,0.0,24.52,1.24,0.0
20190307:1906,0.0,0.0,0.0,23.21,0.62,0.0
20190307:2006,0.0,0.0,0.0,22.98,0.69,0.0
20190307:2106,0.0,0.0,0.0,22.61,0.62,0.0
20190307:2206,0.0,0.0,0.0,21.45,1.1,0.0
20190307:2306,0.0,0.0,0.0,21.55,1.66,0.0
20190308:0006,0.0,0.0,0.0,21.15,1.86,0.0
20190308:0106,0.0,0.0,0.0,21.11,1.72,0.0
20190308:0206,0.0,0.0,0.0,20.96,1.45,0.0
20190308:0306,0.0,0.0,0.0,20.23,1.1,0.0
20190308:0406,0.0,0.0,0.0,19.61,0.97,0.0
20190308:0506,97.45,139.5,16.36,20.97,0.07,0.0
20190308:0606,283.23,371.09,31.26,24.34,0.97,0.0
20190308:0706,476.13,617.88,46.09,26.59,2.83,0.0
20190308:0806,635.95,839.48,60.77,28.21,3.38,0.0
20190308:0906,589.6,786.0,74.84,29.92,3.52,0.0
20190308:1006,350.65,465.71,82.63,30.29,3.38,0.0
20190308:1106,595.49,799.44,71.88,30.79,3.24,0.0
20190308:1206,647.22,869.53,57.58,30.88,2.97,0.0
20190308:1306,464.63,614.65,42.85,31.19,3.1,0.0
20190308:1406,143.17,199.99,28.0,30.85,3.03,0.0
20190308:1506,93.77,146.89,13.09,30.04,2.55,0.0
20190308:1606,0.0,0.0,0.0,28.65,2.14,0.0
20190308:1706,0.0,0.0,0.0,26.96,2.48,0.0
20190308:1806,0.0,0.0,0.0,25.52,2.83,0.0
20190308:1906,0.0,0.0,0.0,24.56,2.0,0.0
20190308:2006,0.0,0.0,0.0,23.91,2.0,0.0
20190308:2106,0.0,0.0,0.0,23.34,2.0,0.0
20190308:2206,0.0,0.0,0.0,22.92,2.07,0.0
20190308:2306,0.0,0.0,0.0,22.59,2.14,0.0
20190309:0006,0.0,0.0,0.0,22.22,2.07,0.0
20190309:0106,0.0,0.0,0.0,21.83,2.0,0.0
20190309:0206,0.0,0.0,0.0,21.48,2.0,0.0
20190309:0306,0.0,0.0,0.0,21.17,2.07,0.0
20190309:0406,0.0,0.0,0.0,20.93,2.14,0.0
20190309:0506,168.35,240.98,16.45,21.71,1.66,0.0
20190309:0606,393.18,513.53,31.36,25.71,1.86,0.0
20190309:0706,569.01,750.13,46.21,28.86,2.69,0.0
20190309:0806,706.09,943.61,60.92,30.5,3.79,0.0
20190309:0906,773.61,1049.7,75.08,31.0,3.79,0.0
20190309:1006,699.67,952.97,82.99,31.62,3.38,0.0
20190309:1106,282.13,380.61,71.98,32.35,3.03,0.0
20190309:1206,280.62,378.74,57.6,32.4,2.83,0.0
20190309:1306,280.76,378.3,42.84,32.54,2.76,0.0
20190309:1406,311.17,421.37,27.97,32.19,2.41,0.0
20190309:1506,106.51,170.9,13.06,31.57,1.93,0.0
20190309:1606,0.0,0.0,0.0,29.71,1.59,0.0
20190309:1706,0.0,0.0,0.0,28.44,2.0,0.0
20190309:1806,0.0,0.0,0.0,27.08,2.28,0.0
20190309:1906,0.0,0.0,0.0,26.48,2.48,0.0
20190309:2006,0.0,0.0,0.0,25.68,2.9,0.0
20190309:2106,0.0,0.0,0.0,24.75,2.55,0.0
20190309:2206,0.0,0.0,0.0,23.69,2.07,0.0
20190309:2306,0.0,0.0,0.0,22.94,1.93,0.0
20190310:0006,0.0,0.0,0.0,22.31,1.93,0.0
20190310:0106,0.0,0.0,0.0,21.86,2.0,0.0
20190310:0206,0.0,0.0,0.0,21.43,2.0,0.0
20190310:0306,0.0,0.0,0.0,20.98,1.86,0.0
20190310:0406,0.0,0.0,0.0,20.75,1.79,0.0
20190310:0506,174.3,249.9,16.54,21.7,1.31,0.0
20190310:0606,405.67,527.27,31.46,25.01,2.07,0.0
20190310:0706,579.81,762.75,46.33,27.88,2.55,0.0
20190310:0806,712.54,958.19,61.07,29.95,3.17,0.0
20190310:0906,776.01,1064.27,75.31,31.31,3.24,0.0
20190310:1006,796.16,1109.44,83.36,32.36,2.9,0.0
20190310:1106,763.19,1066.46,72.06,33.32,2.62,0.0
20190310:1206,630.24,869.45,57.61,34.04,2.28,0.0
20190310:1306,517.86,705.56,42.82,34.44,2.07,0.0
20190310:1406,230.86,318.37,27.94,34.32,2.14,0.0
20190310:1506,43.57,73.98,13.02,33.6,2.07,0.0
20190310:1606,0.0,0.0,0.0,30.82,1.45,0.0
20190310:1706,0.0,0.0,0.0,29.09,1.66,0.0
20190310:1806,0.0,0.0,0.0,27.44,2.07,0.0
20190310:1906,0.0,0.0,0.0,25.78,2.0,0.0
20190310:2006,0.0,0.0,0.0,24.7,1.93,0.0
20190310:2106,0.0,0.0,0.0,23.8,1.86,0.0
20190310:2206,0.0,0.0,0.0,22.84,1.66,0.0
20190310:2306,0.0,0.0,0.0,22.29,1.66,0.0
20190311:0006,0.0,0.0,0.0,21.91,1.72,0.0
20190311:0106,0.0,0.0,0.0,21.32,1.79,0.0
20190311:0206,0.0,0.0,0.0,21.0,1.72,0.0
20190311:0306,0.0,0.0,0.0,20.85,1.66,0.0
20190311:0406,0.0,0.0,0.0,20.68,1.59,0.0
20190311:0506,168.0,240.23,16.63,21.69,1.31,0.0
20190311:0606,396.45,513.59,31.56,24.71,2.21,0.0
20190311:0706,570.57,745.05,46.44,26.86,2.62,0.0
20190311:0806,677.54,911.18,61.21,28.3,2.28,0.0
20190311:0906,720.98,995.05,75.53,29.75,1.93,0.0
20190311:1006,724.48,1013.97,83.71,31.06,1.72,0.0
20190311:1106,361.65,488.81,72.13,31.48,1.66,0.0
20190311:1206,428.98,582.01,57.62,31.74,1.38,0.0
20190311:1306,141.14,199.76,42.81,31.81,0.69,0.0
20190311:1406,18.96,38.95,27.91,31.78,0.28,0.0
20190311:1506,4.05,14.98,12.97,31.47,0.76,0.0
20190311:1606,0.0,0.0,0.0,30.09,1.38,0.0
20190311:1706,0.0,0.0,0.0,27.94,1.38,0.0
20190311:1806,0.0,0.0,0.0,27.32,0.76,0.0
20190311:1906,0.0,0.0,0.0,26.65,1.52,0.0
20190311:2006,0.0,0.0,0.0,24.59,2.0,0.0
20190311:2106,0.0,0.0,0.0,24.28,2.21,0.0
20190311:2206,0.0,0.0,0.0,24.21,2.14,0.0
20190311:2306,0.0,0.0,0.0,23.11,2.0,0.0
20190312:0006,0.0,0.0,0.0,22.26,1.86,0.0
20190312:0106,0.0,0.0,0.0,21.47,1.79,0.0
20190312:0206,0.0,0.0,0.0,20.7,1.59,0.0
20190312:0306,0.0,0.0,0.0,20.28,1.52,0.0
20190312:0406,0.0,0.0,0.0,19.77,1.45,0.0
20190312:0506,172.49,246.02,16.72,21.03,0.97,0.0
20190312:0606,396.21,520.18,31.66,25.69,1.31,0.0
20190312:0706,569.18,756.64,46.55,28.33,1.86,0.0
20190312:0806,699.4,949.02,61.36,30.79,2.76,0.0
20190312:0906,766.17,1059.14,75.75,32.61,3.1,0.0
20190312:1006,746.56,1043.76,84.07,33.47,2.69,0.0
20190312:1106,675.21,942.11,72.2,34.36,2.41,0.0
20190312:1206,645.58,892.8,57.62,34.7,2.41,0.0
20190312:1306,321.52,436.63,42.79,34.75,2.55,0.0
20190312:1406,278.64,381.38,27.87,34.43,2.76,0.0
20190312:1506,71.64,114.42,12.93,33.52,2.14,0.0
20190312:1606,0.0,0.0,0.0,31.16,1.52,0.0
20190312:1706,0.0,0.0,0.0,29.78,1.79,0.0
20190312:1806,0.0,0.0,0.0,28.28,2.28,0.0
20190312:1906,0.0,0.0,0.0,27.19,2.21,0.0
20190312:2006,0.0,0.0,0.0,26.11,2.21,0.0
20190312:2106,0.0,0.0,0.0,25.18,2.14,0.0
20190312:2206,0.0,0.0,0.0,24.46,2.0,0.0
20190312:2306,0.0,0.0,0.0,23.78,1.93,0.0
20190313:0006,0.0,0.0,0.0,23.16,1.86,0.0
20190313:0106,0.0,0.0,0.0,22.78,1.86,0.0
20190313:0206,0.0,0.0,0.0,22.19,2.0,0.0
20190313:0306,0.0,0.0,0.0,21.79,2.0,0.0
20190313:0406,0.0,0.0,0.0,21.53,1.72,0.0
20190313:0506,165.62,236.35,16.81,22.44,1.17,0.0
20190313:0606,388.58,507.5,31.75,25.67,1.79,0.0
20190313:0706,562.5,745.02,46.67,28.47,2.14,0.0
20190313:0806,659.66,893.97,61.5,30.71,2.55,0.0
20190313:0906,672.29,923.32,75.96,32.17,2.69,0.0
20190313:1006,554.57,762.3,84.42,33.28,2.28,0.0
20190313:1106,191.91,266.68,72.25,34.07,2.07,0.0
20190313:1206,211.94,293.66,57.62,34.3,1.72,0.0
20190313:1306,460.3,618.95,42.76,33.02,2.34,0.0
20190313:1406,19.02,38.95,27.83,31.58,3.03,0.0
20190313:1506,108.77,175.16,12.88,30.26,3.31,0.0
20190313:1606,0.0,0.0,0.0,28.67,2.62,0.0
20190313:1706,0.0,0.0,0.0,27.31,2.28,0.0
20190313:1806,0.0,0.0,0.0,26.26,1.86,0.0
20190313:1906,0.0,0.0,0.0,25.61,1.66,0.0
20190313:2006,0.0,0.0,0.0,24.89,1.59,0.0
20190313:2106,0.0,0.0,0.0,24.09,1.45,0.0
20190313:2206,0.0,0.0,0.0,23.31,1.31,0.0
20190313:2306,0.0,0.0,0.0,22.5,1.1,0.0
20190314:0006,0.0,0.0,0.0,21.92,1.1,0.0
20190314:0106,0.0,0.0,0.0,21.45,1.17,0.0
20190314:0206,0.0,0.0,0.0,21.51,1.52,0.0
20190314:0306,0.0,0.0,0.0,20.89,1.66,0.0
20190314:0406,0.0,0.0,0.0,20.63,1.72,0.0
20190314:0506,0.0,0.0,0.0,22.02,1.38,0.0
20190314:0606,379.11,492.84,31.85,25.14,2.0,0.0
20190314:0706,562.18,740.48,46.78,27.91,2.34,0.0
20190314:0806,697.17,933.84,61.63,30.22,3.45,0.0
20190314:0906,739.9,1006.69,76.17,31.53,3.59,0.0
20190314:1006,607.73,825.72,84.76,32.38,3.24,0.0
20190314:1106,594.87,811.96,72.3,33.42,3.03,0.0
20190314:1206,386.68,522.19,57.61,34.02,3.1,0.0
20190314:1306,0.0,0.0,0.0,34.11,3.59,0.0
20190314:1406,238.84,326.0,27.79,33.79,3.79,0.0
20190314:1506,75.62,120.43,12.84,33.07,3.45,0.0
20190314:1606,0.0,0.0,0.0,31.55,2.69,0.0
20190314:1706,0.0,0.0,0.0,29.81,2.48,0.0
20190314:1806,0.0,0.0,0.0,28.57,2.55,0.0
20190314:1906,0.0,0.0,0.0,27.87,3.31,0.0
20190314:2006,0.0,0.0,0.0,26.99,3.03,0.0
20190314:2106,0.0,0.0,0.0,26.17,2.62,0.0
20190314:2206,0.0,0.0,0.0,25.25,2.34,0.0
20190314:2306,0.0,0.0,0.0,24.37,2.14,0.0
20190315:0006,0.0,0.0,0.0,23.74,2.21,0.0
20190315:0106,0.0,0.0,0.0,23.38,2.21,0.0
20190315:0206,0.0,0.0,0.0,22.8,2.21,0.0
20190315:0306,0.0,0.0,0.0,22.32,2.07,0.0
20190315:0406,0.0,0.0,0.0,21.78,2.0,0.0
20190315:0506,174.39,248.98,16.99,22.61,1.66,0.0
20190315:0606,400.84,520.78,31.95,25.67,2.41,0.0
20190315:0706,575.67,752.09,46.89,28.34,3.38,0.0
20190315:0806,712.7,952.42,61.76,30.46,3.86,0.0
20190315:0906,774.6,1056.49,76.37,32.19,3.93,0.0
20190315:1006,769.36,1063.4,85.09,33.51,3.59,0.0
20190315:1106,649.9,892.42,72.33,34.27,3.31,0.0
20190315:1206,596.98,813.64,57.6,35.3,3.52,0.0
20190315:1306,115.35,167.8,42.7,35.1,3.66,0.0
20190315:1406,330.34,448.65,27.75,34.47,4.28,0.0
20190315:1506,102.21,166.4,12.78,33.43,4.55,0.0
20190315:1606,0.0,0.0,0.0,31.78,3.38,0.0
20190315:1706,0.0,0.0,0.0,30.09,2.83,0.0
20190315:1806,0.0,0.0,0.0,28.76,2.62,0.0
20190315:1906,0.0,0.0,0.0,27.94,2.69,0.0
20190315:2006,0.0,0.0,0.0,26.84,2.34,0.0
20190315:2106,0.0,0.0,0.0,25.86,2.14,0.0
20190315:2206,0.0,0.0,0.0,24.87,2.0,0.0
20190315:2306,0.0,0.0,0.0,24.07,1.93,0.0
20190316:0006,0.0,0.0,0.0,23.53,2.0,0.0
20190316:0106,0.0,0.0,0.0,23.07,2.07,0.0
20190316:0206,0.0,0.0,0.0,22.66,2.21,0.0
20190316:0306,0.0,0.0,0.0,22.38,2.21,0.0
20190316:0406,0.0,0.0,0.0,22.05,2.21,0.0
20190316:0506,172.07,245.57,17.08,23.01,1.93,0.0
20190316:0606,394.43,512.23,32.05,26.36,2.9,0.0
20190316:0706,571.56,747.57,47.0,29.15,3.66,0.0
20190316:0806,703.74,941.84,61.89,31.5,4.14,0.0
20190316:0906,735.48,1003.7,76.56,33.15,4.0,0.0
20190316:1006,713.42,980.41,85.41,34.01,3.79,0.0
20190316:1106,724.61,996.77,72.36,34.75,3.86,0.0
20190316:1206,50.95,83.9,57.57,35.21,4.0,0.0
20190316:1306,406.63,545.18,42.66,34.99,4.07,0.0
20190316:1406,193.25,266.15,27.7,33.65,4.41,0.0
20190316:1506,91.84,147.79,12.73,32.71,4.28,0.0
20190316:1606,0.0,0.0,0.0,31.16,3.72,0.0
20190316:1706,0.0,0.0,0.0,29.78,2.9,0.0
20190316:1806,0.0,0.0,0.0,28.61,2.76,0.0
20190316:1906,0.0,0.0,0.0,27.62,2.69,0.0
20190316:2006,0.0,0.0,0.0,26.79,2.83,0.0
20190316:2106,0.0,0.0,0.0,26.09,2.83,0.0
20190316:2206,0.0,0.0,0.0,25.28,2.55,0.0
20190316:2306,0.0,0.0,0.0,24.5,2.28,0.0
20190317:0006,0.0,0.0,0.0,23.78,2.07,0.0
20190317:0106,0.0,0.0,0.0,23.24,1.93,0.0
20190317:0206,0.0,0.0,0.0,22.73,1.93,0.0
20190317:0306,0.0,0.0,0.0,22.27,2.07,0.0
20190317:0406,0.0,0.0,0.0,21.9,2.07,0.0
20190317:0506,173.08,247.24,17.18,23.32,1.72,0.0
20190317:0606,388.54,507.74,32.15,26.91,2.41,0.0
20190317:0706,560.83,740.02,47.11,29.99,3.17,0.0
20190317:0806,698.94,941.3,62.02,31.96,3.79,0.0
20190317:0906,752.06,1031.32,76.74,32.92,3.66,0.0
20190317:1006,769.69,1066.36,85.72,33.79,3.52,0.0
20190317:1106,728.65,1006.3,72.37,34.72,3.59,0.0
20190317:1206,619.26,844.02,57.55,35.11,3.52,0.0
20190317:1306,465.54,625.59,42.62,35.0,3.59,0.0
20190317:1406,223.45,307.36,27.65,34.76,3.86,0.0
20190317:1506,87.04,140.5,12.68,33.66,3.86,0.0
20190317:1606,0.0,0.0,0.0,31.94,3.66,0.0
20190317:1706,0.0,0.0,0.0,30.21,3.31,0.0
20190317:1806,0.0,0.0,0.0,29.01,2.83,0.0
20190317:1906,0.0,0.0,0.0,28.29,3.38,0.0
20190317:2006,0.0,0.0,0.0,27.43,3.17,0.0
20190317:2106,0.0,0.0,0.0,26.58,2.9,0.0
20190317:2206,0.0,0.0,0.0,25.73,2.48,0.0
20190317:2306,0.0,0.0,0.0,24.8,2.0,0.0
20190318:0006,0.0,0.0,0.0,23.88,1.79,0.0
20190318:0106,0.0,0.0,0.0,23.16,1.79,0.0
20190318:0206,0.0,0.0,0.0,22.5,1.86,0.0
20190318:0306,0.0,0.0,0.0,21.93,1.86,0.0
20190318:0406,0.0,0.0,0.0,21.4,1.72,0.0
20190318:0506,164.21,232.73,17.27,22.63,1.24,0.0
20190318:0606,383.09,501.27,32.25,26.32,1.86,0.0
20190318:0706,561.93,742.56,47.21,28.91,2.48,0.0
20190318:0806,688.63,933.75,62.14,31.17,2.83,0.0
20190318:0906,734.12,1011.75,76.92,32.64,3.03,0.0
20190318:1006,490.96,668.98,86.01,33.71,2.76,0.0
20190318:1106,518.09,711.33,72.37,34.84,2.62,0.0
20190318:1206,587.2,807.41,57.52,35.11,2.55,0.0
20190318:1306,136.0,194.77,42.57,34.99,2.55,0.0
20190318:1406,126.97,182.82,27.6,34.65,2.62,0.0
20190318:1506,33.54,59.93,12.62,33.84,3.1,0.0
20190318:1606,0.0,0.0,0.0,32.39,2.34,0.0
20190318:1706,0.0,0.0,0.0,30.54,1.79,0.0
20190318:1806,0.0,0.0,0.0,28.72,1.59,0.0
20190318:1906,0.0,0.0,0.0,27.39,1.45,0.0
20190318:2006,0.0,0.0,0.0,26.55,1.59,0.0
20190318:2106,0.0,0.0,0.0,25.39,1.66,0.0
20190318:2206,0.0,0.0,0.0,24.53,1.59,0.0
20190318:2306,0.0,0.0,0.0,24.13,1.59,0.0
20190319:0006,0.0,0.0,0.0,23.31,1.72,0.0
20190319:0106,0.0,0.0,0.0,22.89,1.93,0.0
20190319:0206,0.0,0.0,0.0,22.61,2.07,0.0
20190319:0306,0.0,0.0,0.0,22.26,2.14,0.0
20190319:0406,0.0,4.99,2.38,21.88,2.07,0.0
20190319:0506,178.62,254.6,17.36,23.06,1.59,0.0
20190319:0606,403.24,526.93,32.34,26.57,2.21,0.0
20190319:0706,574.02,757.11,47.32,29.07,2.83,0.0
20190319:0806,708.87,951.25,62.26,31.55,4.0,0.0
20190319:0906,778.72,1064.32,77.09,33.29,4.28,0.0
20190319:1006,777.09,1071.32,86.27,34.54,4.28,0.0
20190319:1106,725.27,998.25,72.37,35.37,4.14,0.0
20190319:1206,576.43,782.88,57.48,35.72,4.0,0.0
20190319:1306,392.42,529.35,42.52,36.05,4.07,0.0
20190319:1406,232.96,321.17,27.55,35.74,4.14,0.0
20190319:1506,99.65,166.44,12.56,34.79,4.07,0.0
20190319:1606,0.0,0.0,0.0,32.97,3.38,0.0
20190319:1706,0.0,0.0,0.0,31.11,3.38,0.0
20190319:1806,0.0,0.0,0.0,29.75,3.52,0.0
20190319:1906,0.0,0.0,0.0,28.42,2.07,0.0
20190319:2006,0.0,0.0,0.0,27.13,1.93,0.0
20190319:2106,0.0,0.0,0.0,26.04,1.86,0.0
20190319:2206,0.0,0.0,0.0,25.18,1.79,0.0
20190319:2306,0.0,0.0,0.0,24.39,1.79,0.0
20190320:0006,0.0,0.0,0.0,23.73,1.93,0.0
20190320:0106,0.0,0.0,0.0,23.32,2.07,0.0
20190320:0206,0.0,0.0,0.0,22.98,2.21,0.0
20190320:0306,0.0,0.0,0.0,22.64,2.14,0.0
20190320:0406,0.43,6.99,2.47,22.09,2.0,0.0
20190320:0506,184.2,263.28,17.46,23.17,1.52,0.0
20190320:0606,405.74,531.47,32.44,26.44,1.86,0.0
20190320:0706,577.97,762.61,47.42,29.38,2.97,0.0
20190320:0806,708.32,951.71,62.38,31.79,4.0,0.0
20190320:0906,778.35,1064.77,77.24,33.45,4.28,0.0
20190320:1006,786.65,1087.78,86.51,34.64,4.14,0.0
20190320:1106,757.76,1047.75,72.35,35.11,3.86,0.0
20190320:1206,553.67,753.42,57.44,36.04,3.86,0.0
20190320:1306,230.75,317.69,42.47,36.05,3.86,0.0
20190320:1406,315.98,433.39,27.49,35.63,3.79,0.0
20190320:1506,89.11,146.07,12.51,34.77,3.66,0.0
20190320:1606,0.0,0.0,0.0,33.17,2.76,0.0
20190320:1706,0.0,0.0,0.0,31.25,2.62,0.0
20190320:1806,0.0,0.0,0.0,29.8,2.48,0.0
20190320:1906,0.0,0.0,0.0,28.53,2.62,0.0
20190320:2006,0.0,0.0,0.0,27.57,2.62,0.0
20190320:2106,0.0,0.0,0.0,26.68,2.55,0.0
20190320:2206,0.0,0.0,0.0,25.94,2.48,0.0
20190320:2306,0.0,0.0,0.0,25.13,2.28,0.0
20190321:0006,0.0,0.0,0.0,24.35,2.14,0.0
20190321:0106,0.0,0.0,0.0,23.75,2.0,0.0
20190321:0206,0.0,0.0,0.0,23.27,1.93,0.0
20190321:0306,0.0,0.0,0.0,22.58,1.93,0.0
20190321:0406,0.07,5.99,2.56,21.93,1.86,0.0
20190321:0506,172.84,244.9,17.55,22.99,1.31,0.0
20190321:0606,401.24,526.0,32.54,26.9,2.0,0.0
20190321:0706,571.47,758.11,47.52,29.91,2.69,0.0
20190321:0806,701.73,952.17,62.49,32.48,3.45,0.0
20190321:0906,768.05,1064.22,77.39,34.31,3.59,0.0
20190321:1006,756.0,1057.27,86.72,35.34,3.38,0.0
20190321:1106,731.6,1024.22,72.33,36.25,3.24,0.0
20190321:1206,565.12,776.13,57.39,36.57,3.24,0.0
20190321:1306,270.89,371.68,42.42,36.67,3.45,0.0
20190321:1406,313.99,431.97,27.43,35.88,3.52,0.0
20190321:1506,70.6,114.89,12.45,34.95,3.93,0.0
20190321:1606,0.0,0.0,0.0,33.16,3.86,0.0
20190321:1706,0.0,0.0,0.0,31.43,3.38,0.0
20190321:1806,0.0,0.0,0.0,30.21,2.76,0.0
20190321:1906,0.0,0.0,0.0,29.11,1.93,0.0
20190321:2006,0.0,0.0,0.0,27.88,1.93,0.0
20190321:2106,0.0,0.0,0.0,26.64,2.14,0.0
20190321:2206,0.0,0.0,0.0,25.7,2.07,0.0
20190321:2306,0.0,0.0,0.0,24.92,1.93,0.0
20190322:0006,0.0,0.0,0.0,24.28,1.86,0.0
20190322:0106,0.0,0.0,0.0,23.75,1.79,0.0
20190322:0206,0.0,0.0,0.0,23.27,1.86,0.0
20190322:0306,0.0,0.0,0.0,22.9,1.79,0.0
20190322:0406,0.43,6.99,2.66,22.59,1.79,0.0
20190322:0506,182.68,260.54,17.64,23.78,1.72,0.0
20190322:0606,400.31,522.56,32.63,26.64,2.34,0.0
20190322:0706,572.08,755.62,47.62,29.63,2.97,0.0
20190322:0806,672.45,906.73,62.59,32.15,3.66,0.0
20190322:0906,655.97,893.82,77.52,33.79,3.93,0.0
20190322:1006,677.27,934.84,86.89,35.04,3.66,0.0
20190322:1106,628.36,867.81,72.3,36.14,3.52,0.0
20190322:1206,617.43,847.72,57.34,36.79,3.66,0.0
20190322:1306,214.55,297.66,42.36,36.79,3.93,0.0
20190322:1406,291.45,400.62,27.37,36.39,4.41,0.0
20190322:1506,93.78,156.64,12.38,35.28,4.41,0.0
20190322:1606,0.0,0.0,0.0,33.41,3.17,0.0
20190322:1706,0.0,0.0,0.0,31.67,2.48,0.0
20190322:1806,0.0,0.0,0.0,30.28,2.41,0.0
20190322:1906,0.0,0.0,0.0,29.15,2.41,0.0
20190322:2006,0.0,0.0,0.0,28.14,2.41,0.0
20190322:2106,0.0,0.0,0.0,27.13,2.41,0.0
20190322:2206,0.0,0.0,0.0,26.22,2.41,0.0
20190322:2306,0.0,0.0,0.0,25.47,2.48,0.0
20190323:0006,0.0,0.0,0.0,24.82,2.55,0.0
20190323:0106,0.0,0.0,0.0,24.23,2.55,0.0
20190323:0206,0.0,0.0,0.0,23.62,2.41,0.0
20190323:0306,0.0,0.0,0.0,23.04,2.41,0.0
20190323:0406,3.97,20.05,2.75,22.45,2.41,0.0
20190323:0506,190.21,270.13,17.74,23.54,2.21,0.0
20190323:0606,415.89,540.06,32.72,26.82,3.24,0.0
20190323:0706,590.29,774.1,47.71,29.91,4.07,0.0
20190323:0806,714.23,959.12,62.69,32.68,4.69,0.0
20190323:0906,783.84,1076.12,77.65,34.79,4.76,0.0
20190323:1006,793.7,1104.13,87.01,36.29,4.55,0.0
20190323:1106,755.0,1051.1,72.25,37.25,4.34,0.0
20190323:1206,650.99,895.13,57.28,37.7,4.28,0.0
20190323:1306,499.46,677.15,42.3,37.66,4.34,0.0
20190323:1406,304.01,419.2,27.31,37.16,4.55,0.0
20190323:1506,99.27,168.29,12.32,35.97,4.41,0.0
20190323:1606,0.0,0.0,0.0,34.01,3.66,0.0
20190323:1706,0.0,0.0,0.0,32.06,3.59,0.0
20190323:1806,0.0,0.0,0.0,30.64,3.52,0.0
20190323:1906,0.0,0.0,0.0,29.44,2.97,0.0
20190323:2006,0.0,0.0,0.0,28.36,2.97,0.0
20190323:2106,0.0,0.0,0.0,27.31,2.76,0.0
20190323:2206,0.0,0.0,0.0,26.33,2.41,0.0
20190323:2306,0.0,0.0,0.0,25.41,2.07,0.0
20190324:0006,0.0,0.0,0.0,24.62,2.07,0.0
20190324:0106,0.0,0.0,0.0,23.9,2.14,0.0
20190324:0206,0.0,0.0,0.0,23.33,2.14,0.0
20190324:0306,0.0,0.0,0.0,22.77,2.14,0.0
20190324:0406,4.5,20.9,2.84,22.24,2.14,0.0
20190324:0506,159.63,224.23,17.83,23.48,1.66,0.0
20190324:0606,381.1,497.84,32.82,27.12,2.55,0.0
20190324:0706,543.82,713.85,47.8,30.68,4.21,0.0
20190324:0806,656.42,879.88,62.79,33.23,4.76,0.0
20190324:0906,728.74,998.84,77.76,35.08,4.55,0.0
20190324:1006,754.61,1047.76,87.08,36.2,4.28,0.0
20190324:1106,717.51,991.75,72.2,36.98,4.48,0.0
20190324:1206,597.49,813.91,57.22,37.19,4.62,0.0
20190324:1306,469.72,632.87,42.23,36.99,4.69,0.0
20190324:1406,270.06,371.1,27.24,36.11,4.62,0.0
